Cell,Cyc,Type,Delta,v,q,T,t_remain
Cell3,cyc0300,C1ch,3400,4.1967935999999995,701.3564755681085,40.247196,9
Cell3,cyc0300,C1ch,3409,4.1997614,703.179715527476,40.197292,0
Cell3,cyc0400,C1ch,0,2.7206347,0.0,40.585578999999996,3387
Cell3,cyc0400,C1ch,50,3.1740543999999997,10.31373867316352,40.546776,3337
Cell3,cyc0400,C1ch,100,3.2985782999999995,20.627628882300478,40.384521,3287
Cell3,cyc0400,C1ch,150,3.3838398,30.94149024674818,40.334579,3237
Cell3,cyc0400,C1ch,200,3.4486485,41.25522326011149,40.20975900000001,3187
Cell3,cyc0400,C1ch,250,3.4991797999999994,51.568886419338654,40.14735,3137
Cell3,cyc0400,C1ch,300,3.5355544,61.883400952246774,40.134884,3087
Cell3,cyc0400,C1ch,350,3.5559273,72.19797581597562,40.047501000000004,3037
Cell3,cyc0400,C1ch,400,3.5709665,82.51329415497504,40.109909,2987
Cell3,cyc0400,C1ch,450,3.5857248,92.82887445051406,40.122375,2937
Cell3,cyc0400,C1ch,500,3.6011248,103.14434306617572,40.20975900000001,2887
Cell3,cyc0400,C1ch,550,3.6184099,113.459901116645,40.184788,2837
Cell3,cyc0400,C1ch,600,3.6368977999999994,123.77545193197969,40.14735,2787
Cell3,cyc0400,C1ch,650,3.65695,134.090962577145,40.20975900000001,2737
Cell3,cyc0400,C1ch,700,3.6779243999999998,144.40648451746281,40.172321000000004,2687
Cell3,cyc0400,C1ch,750,3.6989791,154.72202650155643,40.14735,2637
Cell3,cyc0400,C1ch,800,3.7195527999999998,165.03742607667368,40.20975900000001,2587
Cell3,cyc0400,C1ch,850,3.7380409,175.3529033072171,40.14735,2537
Cell3,cyc0400,C1ch,900,3.7540824,185.6685177390612,40.059967,2487
Cell3,cyc0400,C1ch,950,3.7675977,195.9841808602871,40.034996,2437
Cell3,cyc0400,C1ch,1000,3.7786665,206.29977701159333,39.972588,2387
Cell3,cyc0400,C1ch,1050,3.7872086000000014,216.6153951897888,39.910179,2337
Cell3,cyc0400,C1ch,1100,3.7937858,226.93119948774208,39.872738,2287
Cell3,cyc0400,C1ch,1150,3.7985983,237.24697327206417,39.760387,2237
Cell3,cyc0400,C1ch,1200,3.8030498,247.56256433731758,39.8353,2187
Cell3,cyc0400,C1ch,1250,3.8067393,257.87825994595335,39.735455,2137
Cell3,cyc0400,C1ch,1300,3.8095867999999995,268.1939538096585,39.673041999999995,2087
Cell3,cyc0400,C1ch,1350,3.8118727,278.50961166024103,39.660542,2037
Cell3,cyc0400,C1ch,1400,3.8141186,288.825344312327,39.673041999999995,1987
Cell3,cyc0400,C1ch,1450,3.816525,299.1410985293444,39.635567,1937
Cell3,cyc0400,C1ch,1500,3.8188910000000003,309.4569111691183,39.697975,1887
Cell3,cyc0400,C1ch,1550,3.8215779999999997,319.7725681198968,39.710484,1837
Cell3,cyc0400,C1ch,1600,3.8247061,330.0881210973681,39.74792100000001,1787
Cell3,cyc0400,C1ch,1650,3.8283155,340.4036485381606,39.847767,1737
Cell3,cyc0400,C1ch,1700,3.8319248999999997,350.7192754204541,39.860271000000004,1687
Cell3,cyc0400,C1ch,1750,3.8362962999999994,361.0349005458306,39.910179,1637
Cell3,cyc0400,C1ch,1800,3.8414297,371.3505102494337,39.860271000000004,1587
Cell3,cyc0400,C1ch,1850,3.8467233,381.6660956547852,39.910179,1537
Cell3,cyc0400,C1ch,1900,3.8525786,391.98158064363264,39.910179,1487
Cell3,cyc0400,C1ch,1950,3.858875,402.2970274331936,39.935146,1437
Cell3,cyc0400,C1ch,2000,3.8657730000000003,412.61245723922053,40.022529999999996,1387
Cell3,cyc0400,C1ch,2050,3.8729115,422.9279935001661,40.034996,1337
Cell3,cyc0400,C1ch,2100,3.8803308,433.2436999222683,40.072475,1287
Cell3,cyc0400,C1ch,2150,3.8883116,443.5594724122585,40.097408,1237
Cell3,cyc0400,C1ch,2200,3.8967335,453.87510947280197,40.159855,1187
Cell3,cyc0400,C1ch,2250,3.9052756,464.1908539592929,40.134884,1137
Cell3,cyc0400,C1ch,2300,3.9146199,474.5066112569784,40.122375,1087
Cell3,cyc0400,C1ch,2350,3.9244453999999998,484.82234699626326,40.097408,1037
Cell3,cyc0400,C1ch,2400,3.9342308,495.1380124932048,40.184788,987
Cell3,cyc0400,C1ch,2450,3.944979,505.4536829955004,40.14735,937
Cell3,cyc0400,C1ch,2500,3.9561678999999996,515.7689835449592,40.159855,887
Cell3,cyc0400,C1ch,2550,3.9673568999999995,526.0840628894517,40.172321000000004,837
Cell3,cyc0400,C1ch,2600,3.9791477,536.398962061676,40.23473,787
Cell3,cyc0400,C1ch,2650,3.9908981,546.71347326258,40.23473,737
Cell3,cyc0400,C1ch,2700,4.0029697,557.0281004474791,40.197292,687
Cell3,cyc0400,C1ch,2750,4.015361799999999,567.3427806534187,40.222263,637
Cell3,cyc0400,C1ch,2800,4.0273128,577.6574809018589,40.197292,587
Cell3,cyc0400,C1ch,2850,4.0400658,587.9720664315727,40.284672,537
Cell3,cyc0400,C1ch,2900,4.053581200000001,598.2861296110806,40.23473,487
Cell3,cyc0400,C1ch,2950,4.068259200000001,608.6001893235033,40.247196,437
Cell3,cyc0400,C1ch,3000,4.082696899999998,618.9143575433212,40.23473,387
Cell3,cyc0400,C1ch,3050,4.0966129,629.2283108201972,40.184788,337
Cell3,cyc0400,C1ch,3100,4.110528899999999,639.5417588443706,40.20975900000001,287
Cell3,cyc0400,C1ch,3150,4.124846499999999,649.8552028562519,40.122375,237
Cell3,cyc0400,C1ch,3200,4.1392841,660.1685845171204,40.097408,187
Cell3,cyc0400,C1ch,3250,4.1542029000000005,670.4819706781379,40.134884,137
Cell3,cyc0400,C1ch,3300,4.169923799999999,680.7953198573404,40.159855,87
Cell3,cyc0400,C1ch,3350,4.1867676,691.1088677759807,40.14735,37
Cell3,cyc0400,C1ch,3387,4.1998816,698.6793038556247,40.159855,0
Cell3,cyc0500,C1ch,0,2.7207952,0.0,40.271,3372
Cell3,cyc0500,C1ch,50,3.1735332,10.314054788160538,40.596722,3322
Cell3,cyc0500,C1ch,100,3.2993402,20.62793826941935,40.384521,3272
Cell3,cyc0500,C1ch,150,3.3844413999999996,30.94191379981486,40.334579,3222
Cell3,cyc0500,C1ch,200,3.4493704,41.25684152965971,40.159855,3172
Cell3,cyc0500,C1ch,250,3.5003028,51.57178366547309,40.059967,3122
Cell3,cyc0500,C1ch,300,3.5368376000000006,61.88663963991292,40.134884,3072
Cell3,cyc0500,C1ch,350,3.5579326,72.20146519663153,40.122375,3022
Cell3,cyc0500,C1ch,400,3.5733325,82.5171272513665,40.14735,2972
Cell3,cyc0500,C1ch,450,3.5878502999999995,92.83327134886,40.084942,2922
Cell3,cyc0500,C1ch,500,3.6035311,103.14944285608593,40.122375,2872
Cell3,cyc0500,C1ch,550,3.6209364,113.46561081950891,40.172321000000004,2822
Cell3,cyc0500,C1ch,600,3.6396248,123.7817009941271,40.122375,2772
Cell3,cyc0500,C1ch,650,3.6599578999999998,134.0977433961148,40.197292,2722
Cell3,cyc0500,C1ch,700,3.6810527000000004,144.4137278406644,40.197292,2672
Cell3,cyc0500,C1ch,750,3.7023879999999996,154.7297045497064,40.109909,2622
Cell3,cyc0500,C1ch,800,3.722600700000001,165.0457682467583,40.109909,2572
Cell3,cyc0500,C1ch,850,3.7405274,175.3619545724691,40.109909,2522
Cell3,cyc0500,C1ch,900,3.7560074,185.6782465857374,40.059967,2472
Cell3,cyc0500,C1ch,950,3.7692018,195.9946177972717,40.047501000000004,2422
Cell3,cyc0500,C1ch,1000,3.7799096,206.31094287554933,39.972588,2372
Cell3,cyc0500,C1ch,1050,3.7880909,216.6270350296088,39.872738,2322
Cell3,cyc0500,C1ch,1100,3.7943472999999996,226.94313058130902,39.860271000000004,2272
Cell3,cyc0500,C1ch,1150,3.7991197,237.25935638009983,39.822796000000004,2222
Cell3,cyc0500,C1ch,1200,3.8035712,247.57555700670707,39.760387,2172
Cell3,cyc0500,C1ch,1250,3.8072608,257.891589138187,39.72295,2122
Cell3,cyc0500,C1ch,1300,3.8099877999999996,268.2073620277201,39.685509,2072
Cell3,cyc0500,C1ch,1350,3.8126748,278.5228220799221,39.673041999999995,2022
Cell3,cyc0500,C1ch,1400,3.815001,288.8382739462077,39.635567,1972
Cell3,cyc0500,C1ch,1450,3.8171665999999997,299.153631771342,39.697975,1922
Cell3,cyc0500,C1ch,1500,3.8198535000000002,309.4690006048991,39.710484,1872
Cell3,cyc0500,C1ch,1550,3.822741,319.7843487789408,39.697975,1822
Cell3,cyc0500,C1ch,1600,3.8257086000000013,330.0996562516513,39.74792100000001,1772
Cell3,cyc0500,C1ch,1650,3.8291979,340.4145764424608,39.785358,1722
Cell3,cyc0500,C1ch,1700,3.8332483999999996,350.7294925403205,39.860271000000004,1672
Cell3,cyc0500,C1ch,1750,3.8376998999999996,361.0445342476672,39.897713,1622
Cell3,cyc0500,C1ch,1800,3.8427932,371.35956495980486,39.897713,1572
Cell3,cyc0500,C1ch,1850,3.8482072,381.67465050160047,39.885246,1522
Cell3,cyc0500,C1ch,1900,3.8544235000000002,391.9896910486382,39.985092,1472
Cell3,cyc0500,C1ch,1950,3.8605995,402.3047928039754,40.047501000000004,1422
Cell3,cyc0500,C1ch,2000,3.8676980000000003,412.6199230399103,39.960121,1372
Cell3,cyc0500,C1ch,2050,3.8749968999999997,422.93490059187826,40.097408,1322
Cell3,cyc0500,C1ch,2100,3.8824562999999994,433.2497565973884,40.059967,1272
Cell3,cyc0500,C1ch,2150,3.8903968,443.5644798537802,40.047501000000004,1222
Cell3,cyc0500,C1ch,2200,3.8991396000000003,453.8788556493192,40.072475,1172
Cell3,cyc0500,C1ch,2250,3.9079626000000003,464.1933095091383,40.134884,1122
Cell3,cyc0500,C1ch,2300,3.9171063999999998,474.50776008893166,40.184788,1072
Cell3,cyc0500,C1ch,2350,3.9270922999999995,484.82229345018516,40.197292,1022
Cell3,cyc0500,C1ch,2400,3.9371183,495.1368207315708,40.184788,972
Cell3,cyc0500,C1ch,2450,3.9477861000000014,505.4513862986484,40.20975900000001,922
Cell3,cyc0500,C1ch,2500,3.9591358,515.7658421036036,40.35955,872
Cell3,cyc0500,C1ch,2550,3.9704851999999997,526.0803669389987,40.20975900000001,822
Cell3,cyc0500,C1ch,2600,3.9821155,536.3949482108561,40.23473,772
Cell3,cyc0500,C1ch,2650,3.994307,546.7094789237807,40.259705,722
Cell3,cyc0500,C1ch,2700,4.0064588,557.0233429296163,40.259705,672
Cell3,cyc0500,C1ch,2750,4.0185699,567.3371527390136,40.197292,622
Cell3,cyc0500,C1ch,2800,4.0310426,577.6510480258382,40.247196,572
Cell3,cyc0500,C1ch,2850,4.0441566,587.9649328674518,40.297138000000004,522
Cell3,cyc0500,C1ch,2900,4.0581131,598.2788790806952,40.222263,472
Cell3,cyc0500,C1ch,2950,4.0729112999999995,608.5927191917352,40.347084,422
Cell3,cyc0500,C1ch,3000,4.086988,618.9064731098769,40.259705,372
Cell3,cyc0500,C1ch,3050,4.1006236000000005,629.2202753367649,40.23473,322
Cell3,cyc0500,C1ch,3100,4.1146998,639.5341541938374,40.259705,272
Cell3,cyc0500,C1ch,3150,4.1290574,649.8480689560106,40.197292,222
Cell3,cyc0500,C1ch,3200,4.1434145,660.1620696594136,40.172321000000004,172
Cell3,cyc0500,C1ch,3250,4.158894999999999,670.4759332815515,40.197292,122
Cell3,cyc0500,C1ch,3300,4.1750568999999995,680.7898699969212,40.109909,72
Cell3,cyc0500,C1ch,3350,4.191940799999999,691.1037764806148,40.14735,22
Cell3,cyc0500,C1ch,3372,4.2000017,695.5755666377022,40.172321000000004,0
Cell3,cyc0600,C1ch,0,2.7211161,0.0,40.533142,3358
Cell3,cyc0600,C1ch,50,3.1724904,10.3140005558709,40.496876,3308
Cell3,cyc0600,C1ch,100,3.2990593999999995,20.6280675099962,40.384521,3258
Cell3,cyc0600,C1ch,150,3.3853638,30.942184541575127,40.259705,3208
Cell3,cyc0600,C1ch,200,3.4506536,41.25632901011827,40.134884,3158
Cell3,cyc0600,C1ch,250,3.5021474,51.57058401878525,40.122375,3108
Cell3,cyc0600,C1ch,300,3.5388029000000003,61.885842131140826,40.134884,3058
Cell3,cyc0600,C1ch,350,3.5597372000000003,72.20128273191325,40.047501000000004,3008
Cell3,cyc0600,C1ch,400,3.5752175000000004,82.51670610049439,40.034996,2958
Cell3,cyc0600,C1ch,450,3.5897753,92.83208528774344,40.084942,2908
Cell3,cyc0600,C1ch,500,3.6061377999999995,103.14747968455679,40.172321000000004,2858
Cell3,cyc0600,C1ch,550,3.623543,113.4628455051371,40.122375,2808
Cell3,cyc0600,C1ch,600,3.6425525999999997,123.77796791585959,40.197292,2758
Cell3,cyc0600,C1ch,650,3.6628051,134.092811779558,40.172321000000004,2708
Cell3,cyc0600,C1ch,700,3.6842208,144.407616355618,40.122375,2658
Cell3,cyc0600,C1ch,750,3.7055163,154.72243879676648,40.109909,2608
Cell3,cyc0600,C1ch,800,3.7255683,165.0371624014147,40.14735,2558
Cell3,cyc0600,C1ch,850,3.7431339999999995,175.3518791800978,40.084942,2508
Cell3,cyc0600,C1ch,900,3.7583337,185.6665728984375,40.022529999999996,2458
Cell3,cyc0600,C1ch,950,3.7707257000000003,195.981315393731,40.022529999999996,2408
Cell3,cyc0600,C1ch,1000,3.781193,206.29595437151082,39.960121,2358
Cell3,cyc0600,C1ch,1050,3.788933,216.6105900718485,39.960121,2308
Cell3,cyc0600,C1ch,1100,3.7949087999999995,226.9252750642768,39.847767,2258
Cell3,cyc0600,C1ch,1150,3.7998817000000003,237.2399049554138,39.797863,2208
Cell3,cyc0600,C1ch,1200,3.8041327000000003,247.55460916819248,39.760387,2158
Cell3,cyc0600,C1ch,1250,3.8077822,257.8693263478529,39.660542,2108
Cell3,cyc0600,C1ch,1300,3.8105092000000003,268.18409742139005,39.673041999999995,2058
Cell3,cyc0600,C1ch,1350,3.8133967000000006,278.4987467704163,39.697975,2008
Cell3,cyc0600,C1ch,1400,3.8156826,288.8132712024536,39.685509,1958
Cell3,cyc0600,C1ch,1450,3.8182092000000014,299.1274919074639,39.598129,1908
Cell3,cyc0600,C1ch,1500,3.8207760000000004,309.441567317298,39.673041999999995,1858
Cell3,cyc0600,C1ch,1550,3.823503,319.75573614801016,39.735455,1808
Cell3,cyc0600,C1ch,1600,3.8267114,330.07005691038,39.785358,1758
Cell3,cyc0600,C1ch,1650,3.8304009,340.3844192778625,39.847767,1708
Cell3,cyc0600,C1ch,1700,3.8344114,350.69863220473565,39.910179,1658
Cell3,cyc0600,C1ch,1750,3.8389832999999998,361.01264284880585,39.910179,1608
Cell3,cyc0600,C1ch,1800,3.8441167000000003,371.3266889037645,39.872738,1558
Cell3,cyc0600,C1ch,1850,3.8496511,381.64072741312316,39.972588,1508
Cell3,cyc0600,C1ch,1900,3.8558671,391.9547655686578,40.022529999999996,1458
Cell3,cyc0600,C1ch,1950,3.8624442,402.26885995855037,39.985092,1408
Cell3,cyc0600,C1ch,2000,3.8691014999999997,412.5830631277839,40.034996,1358
Cell3,cyc0600,C1ch,2050,3.8765209,422.8972794333259,39.997559,1308
Cell3,cyc0600,C1ch,2100,3.8843812999999994,433.2115957524177,40.047501000000004,1258
Cell3,cyc0600,C1ch,2150,3.8927231,443.52567403784514,40.059967,1208
Cell3,cyc0600,C1ch,2200,3.9009042000000003,453.8393735484992,40.022529999999996,1158
Cell3,cyc0600,C1ch,2250,3.9099679,464.1531073609957,40.109909,1108
Cell3,cyc0600,C1ch,2300,3.9194725,474.4667983053521,40.072475,1058
Cell3,cyc0600,C1ch,2350,3.9293782999999998,484.7804330838318,40.197292,1008
Cell3,cyc0600,C1ch,2400,3.9397252000000003,495.0941188079732,40.134884,958
Cell3,cyc0600,C1ch,2450,3.9505131,505.40783096865835,40.122375,908
Cell3,cyc0600,C1ch,2500,3.9618227,515.7215685129428,40.172321000000004,858
Cell3,cyc0600,C1ch,2550,3.9734528,526.0353491405401,40.197292,808
Cell3,cyc0600,C1ch,2600,3.9856045,536.3490668323601,40.23473,758
Cell3,cyc0600,C1ch,2650,3.9976358,546.6628491596103,40.284672,708
Cell3,cyc0600,C1ch,2700,4.0099478,556.9766217742443,40.309605,658
Cell3,cyc0600,C1ch,2750,4.0222998,567.2903530437218,40.259705,608
Cell3,cyc0600,C1ch,2800,4.0344114,577.6039682945217,40.23473,558
Cell3,cyc0600,C1ch,2850,4.0479665,587.9175331390447,40.247196,508
Cell3,cyc0600,C1ch,2900,4.0619631,598.231145055959,40.309605,458
Cell3,cyc0600,C1ch,2950,4.0767612,608.5448132305298,40.259705,408
Cell3,cyc0600,C1ch,3000,4.0909181000000014,618.8583898385789,40.23473,358
Cell3,cyc0600,C1ch,3050,4.104593799999999,629.1720191441074,40.20975900000001,308
Cell3,cyc0600,C1ch,3100,4.1186304,639.4855643605313,40.197292,258
Cell3,cyc0600,C1ch,3150,4.1332283,649.7990372081198,40.184788,208
Cell3,cyc0600,C1ch,3200,4.1475453,660.1124897333001,40.197292,158
Cell3,cyc0600,C1ch,3250,4.163186100000001,670.4253016507092,40.159855,108
Cell3,cyc0600,C1ch,3300,4.1795086999999995,680.7378426918268,40.14735,58
Cell3,cyc0600,C1ch,3350,4.197033900000001,691.0502568112047,40.184788,8
Cell3,cyc0600,C1ch,3358,4.1999216,692.6804139407959,40.122375,0
Cell3,cyc0700,C1ch,0,2.7377207,0.0,40.609188,3360
Cell3,cyc0700,C1ch,50,3.1690021,10.27371992096244,40.609188,3310
Cell3,cyc0700,C1ch,100,3.2969748999999995,20.55812983253267,40.45939600000001,3260
Cell3,cyc0700,C1ch,150,3.3838407999999998,30.84263392343775,40.334579,3210
Cell3,cyc0700,C1ch,200,3.4498122,41.127150686261906,40.309605,3160
Cell3,cyc0700,C1ch,250,3.5018675000000004,51.411670857513,40.222263,3110
Cell3,cyc0700,C1ch,300,3.5395255,61.696219387606725,40.20975900000001,3060
Cell3,cyc0700,C1ch,350,3.5609812999999995,71.98077029521646,40.172321000000004,3010
Cell3,cyc0700,C1ch,400,3.576221,82.26527868483437,40.134884,2960
Cell3,cyc0700,C1ch,450,3.5913804,92.54982267983965,40.134884,2910
Cell3,cyc0700,C1ch,500,3.6069407,102.83435893900507,40.23473,2860
Cell3,cyc0700,C1ch,550,3.6244261,113.11889134773381,40.259705,2810
Cell3,cyc0700,C1ch,600,3.6435559,123.40340667094593,40.23473,2760
Cell3,cyc0700,C1ch,650,3.6640091,133.6879394864231,40.172321000000004,2710
Cell3,cyc0700,C1ch,700,3.6855048999999998,143.9724557507189,40.20975900000001,2660
Cell3,cyc0700,C1ch,750,3.7066,154.2569630446574,40.172321000000004,2610
Cell3,cyc0700,C1ch,800,3.7268123999999996,164.5414681178182,40.122375,2560
Cell3,cyc0700,C1ch,850,3.7441776,174.8259761725905,40.122375,2510
Cell3,cyc0700,C1ch,900,3.7593369,185.1104948972744,40.084942,2460
Cell3,cyc0700,C1ch,950,3.7717292000000002,195.3950223970405,39.972588,2410
Cell3,cyc0700,C1ch,1000,3.7815146,205.67952577925288,40.022529999999996,2360
Cell3,cyc0700,C1ch,1050,3.7894553999999996,215.96405917987065,39.910179,2310
Cell3,cyc0700,C1ch,1100,3.7950699,226.24859132654493,39.885246,2260
Cell3,cyc0700,C1ch,1150,3.7999625,236.5331056793959,39.897713,2210
Cell3,cyc0700,C1ch,1200,3.8042939,246.8176072174106,39.735455,2160
Cell3,cyc0700,C1ch,1250,3.8077428,257.10213891421506,39.648075,2110
Cell3,cyc0700,C1ch,1300,3.8111517,267.3866621738824,39.735455,2060
Cell3,cyc0700,C1ch,1350,3.8139992,277.671167516042,39.660542,2010
Cell3,cyc0700,C1ch,1400,3.8162851000000004,287.9556586820678,39.673041999999995,1960
Cell3,cyc0700,C1ch,1450,3.8186913000000002,298.2401323156604,39.710484,1910
Cell3,cyc0700,C1ch,1500,3.8212981,308.5246127820231,39.685509,1860
Cell3,cyc0700,C1ch,1550,3.8241856,318.8091002958035,39.74792100000001,1810
Cell3,cyc0700,C1ch,1600,3.8271935,329.0935911361288,39.797863,1760
Cell3,cyc0700,C1ch,1650,3.830843,339.37808974724334,39.797863,1710
Cell3,cyc0700,C1ch,1700,3.8350538999999997,349.6626071441922,39.8353,1660
Cell3,cyc0700,C1ch,1750,3.839345,359.9471292064616,39.92268,1610
Cell3,cyc0700,C1ch,1800,3.8447188999999997,370.2316549409823,39.8353,1560
Cell3,cyc0700,C1ch,1850,3.8500528,380.51617696042547,39.960121,1510
Cell3,cyc0700,C1ch,1900,3.8564293,390.8007045079142,39.935146,1460
Cell3,cyc0700,C1ch,1950,3.8625653,401.08521965381203,40.022529999999996,1410
Cell3,cyc0700,C1ch,2000,3.8695436,411.3697504345805,40.047501000000004,1360
Cell3,cyc0700,C1ch,2050,3.8770029999999998,421.65429072113716,40.047501000000004,1310
Cell3,cyc0700,C1ch,2100,3.8846227999999994,431.9388241901619,40.084942,1260
Cell3,cyc0700,C1ch,2150,3.8926837,442.2233654710218,40.084942,1210
Cell3,cyc0700,C1ch,2200,3.9011457000000003,452.5079135863953,40.072475,1160
Cell3,cyc0700,C1ch,2250,3.9100087,462.7924364015333,40.184788,1110
Cell3,cyc0700,C1ch,2300,3.9195135000000003,473.076933906979,40.20975900000001,1060
Cell3,cyc0700,C1ch,2350,3.929379,483.36149205076765,40.197292,1010
Cell3,cyc0700,C1ch,2400,3.9396057,493.64604837693946,40.222263,960
Cell3,cyc0700,C1ch,2450,3.9506345,503.93055219551263,40.222263,910
Cell3,cyc0700,C1ch,2500,3.9618635,514.2150544479065,40.284672,860
Cell3,cyc0700,C1ch,2550,3.9736943,524.499562528188,40.322113,810
Cell3,cyc0700,C1ch,2600,3.9855652000000004,534.7840576336534,40.272166999999996,760
Cell3,cyc0700,C1ch,2650,3.9977167000000002,545.0685522883233,40.23473,710
Cell3,cyc0700,C1ch,2700,4.0099887999999995,555.3530466442837,40.23473,660
Cell3,cyc0700,C1ch,2750,4.022340799999999,565.6375411224127,40.35955,610
Cell3,cyc0700,C1ch,2800,4.0348129,575.9220587885168,40.272166999999996,560
Cell3,cyc0700,C1ch,2850,4.0480475,586.2065759954021,40.322113,510
Cell3,cyc0700,C1ch,2900,4.0620437,596.491083735504,40.284672,460
Cell3,cyc0700,C1ch,2950,4.0768023,606.7755956454195,40.347084,410
Cell3,cyc0700,C1ch,3000,4.090879,617.0601302654554,40.297138000000004,360
Cell3,cyc0700,C1ch,3050,4.1046748,627.3446526576911,40.247196,310
Cell3,cyc0700,C1ch,3100,4.1186709000000015,637.6291516947226,40.297138000000004,260
Cell3,cyc0700,C1ch,3150,4.1324667999999996,647.9136399654744,40.097408,210
Cell3,cyc0700,C1ch,3200,4.1473055,658.1981072258505,40.184788,160
Cell3,cyc0700,C1ch,3250,4.162705399999999,668.4825759367068,40.23473,110
Cell3,cyc0700,C1ch,3300,4.1789879999999995,678.767040111301,40.159855,60
Cell3,cyc0700,C1ch,3350,4.1966739,689.051393753679,40.184788,10
Cell3,cyc0700,C1ch,3360,4.199841999999999,690.9952733899263,40.197292,0
Cell3,cyc0800,C1ch,0,2.7371592999999996,0.0,40.584216999999995,3343
Cell3,cyc0800,C1ch,50,3.1711276,10.274323641529607,40.621693,3293
Cell3,cyc0800,C1ch,100,3.2993009,20.55907191406854,40.45939600000001,3243
Cell3,cyc0800,C1ch,150,3.3862870000000003,30.84391548825348,40.35955,3193
Cell3,cyc0800,C1ch,200,3.4520581,41.12877862389734,40.259705,3143
Cell3,cyc0800,C1ch,250,3.5040331,51.413668665218154,40.172321000000004,3093
Cell3,cyc0800,C1ch,300,3.5413704,61.69874917030122,40.059967,3043
Cell3,cyc0800,C1ch,350,3.5628262000000004,71.98384512840737,40.197292,2993
Cell3,cyc0800,C1ch,400,3.5784266000000002,82.26893692039955,40.159855,2943
Cell3,cyc0800,C1ch,450,3.5934255,92.55401508765623,40.134884,2893
Cell3,cyc0800,C1ch,500,3.6095877,102.8390910987748,40.197292,2843
Cell3,cyc0800,C1ch,550,3.6273940000000002,113.1241604314571,40.197292,2793
Cell3,cyc0800,C1ch,600,3.6467242,123.40938728325399,40.134884,2743
Cell3,cyc0800,C1ch,650,3.6676586,133.69466383276708,40.134884,2693
Cell3,cyc0800,C1ch,700,3.6890342000000014,143.97995761368142,40.23473,2643
Cell3,cyc0800,C1ch,750,3.7101691,154.26527732526992,40.197292,2593
Cell3,cyc0800,C1ch,800,3.7298203,164.55054534756468,40.134884,2543
Cell3,cyc0800,C1ch,850,3.7467843999999997,174.83583161666192,40.122375,2493
Cell3,cyc0800,C1ch,900,3.7613019999999997,185.1211237409126,40.109909,2443
Cell3,cyc0800,C1ch,950,3.7732131,195.4064068822903,40.034996,2393
Cell3,cyc0800,C1ch,1000,3.7828782,205.6917065181478,39.947655,2343
Cell3,cyc0800,C1ch,1050,3.7899766,215.9770164313897,39.972588,2293
Cell3,cyc0800,C1ch,1100,3.7958318999999996,226.2623015018582,39.810328999999996,2243
Cell3,cyc0800,C1ch,1150,3.8003635,236.5475957833523,39.810328999999996,2193
Cell3,cyc0800,C1ch,1200,3.8046148,246.832878222663,39.697975,2143
Cell3,cyc0800,C1ch,1250,3.8087854,257.11815271361627,39.673041999999995,2093
Cell3,cyc0800,C1ch,1300,3.8116732000000004,267.4034207623664,39.697975,2043
Cell3,cyc0800,C1ch,1350,3.8145607000000004,277.68869470191794,39.760387,1993
Cell3,cyc0800,C1ch,1400,3.8170068,287.9739770089857,39.697975,1943
Cell3,cyc0800,C1ch,1450,3.8196137,298.2592495562473,39.735455,1893
Cell3,cyc0800,C1ch,1500,3.8223407,308.5444924452413,39.74792100000001,1843
Cell3,cyc0800,C1ch,1550,3.825068,318.8297822655809,39.710484,1793
Cell3,cyc0800,C1ch,1600,3.8286371,329.1150863931105,39.735455,1743
Cell3,cyc0800,C1ch,1650,3.8322464999999997,339.4003790550504,39.822796000000004,1693
Cell3,cyc0800,C1ch,1700,3.8363774,349.6856692632209,39.847767,1643
Cell3,cyc0800,C1ch,1750,3.8410695,359.9710009468756,39.997559,1593
Cell3,cyc0800,C1ch,1800,3.8463633,370.2563387624919,39.947655,1543
Cell3,cyc0800,C1ch,1850,3.8519377999999995,380.54167640996286,39.997559,1493
Cell3,cyc0800,C1ch,1900,3.8580337,390.8269698092651,40.047501000000004,1443
Cell3,cyc0800,C1ch,1950,3.8648112,401.1122669933336,40.072475,1393
Cell3,cyc0800,C1ch,2000,3.8715888999999994,411.3975562843119,40.059967,1343
Cell3,cyc0800,C1ch,2050,3.8792086,421.68283260910033,40.109909,1293
Cell3,cyc0800,C1ch,2100,3.8869087999999996,431.9681018517388,40.109909,1243
Cell3,cyc0800,C1ch,2150,3.8954108,442.2533655598212,40.14735,1193
Cell3,cyc0800,C1ch,2200,3.9035117999999995,452.53862994167747,40.14735,1143
Cell3,cyc0800,C1ch,2250,3.9128160000000003,462.8239109922926,40.222263,1093
Cell3,cyc0800,C1ch,2300,3.9221604,473.1091931246948,40.197292,1043
Cell3,cyc0800,C1ch,2350,3.9323068,483.3944875708042,40.23473,993
Cell3,cyc0800,C1ch,2400,3.9425733,493.67977735274246,40.23473,943
Cell3,cyc0800,C1ch,2450,3.9537625,503.96503975832786,40.259705,893
Cell3,cyc0800,C1ch,2500,3.9655129999999996,514.2502873174676,40.297138000000004,843
Cell3,cyc0800,C1ch,2550,3.9772637000000004,524.535540174964,40.259705,793
Cell3,cyc0800,C1ch,2600,3.9895356,534.820797483273,40.297138000000004,743
Cell3,cyc0800,C1ch,2650,4.001647,545.1060639105428,40.309605,693
Cell3,cyc0800,C1ch,2700,4.0139588999999996,555.3913367286821,40.297138000000004,643
